0;137516
1;136502
2;136944
3;138506
4;137622
5;136132
6;138980
7;136574
8;136660
9;138746
10;137308
11;138382
12;137466
13;137736
14;136698
15;139196
16;139050
17;135812
18;137852
19;139194
20;135904
21;140136
22;135134
23;138282
24;137540
25;137416
26;137928
27;135360
28;137436
29;137244
30;137258
31;137584
32;136246
33;138752
34;138950
35;137606
36;137060
37;177758
38;136082
39;137490
40;135894
41;139874
42;136846
43;138126
44;137002
45;137348
46;139236
47;135946
48;137078
49;139128
50;139220
51;138268
52;138096
53;137788
54;136038
55;139480
56;138286
57;172668
58;137568
59;135950
60;136426
61;136802
62;675244
63;176722
64;137066
65;137404
66;137654
67;137556
68;712222
69;138176
70;135300
71;136398
72;138154
73;177178
74;135826
75;135184
76;198962
77;173632
78;137354
79;135446
80;135062
81;711196
82;136614
83;134738
84;137710
85;136170
86;137664
87;134832
88;135896
89;135218
90;180304
91;137384
92;135606
93;137570
94;135046
95;137324
96;136508
97;137428
98;137868
99;135126
