0;131236
1;115206
2;138966
3;180666
4;125402
5;146910
6;175856
7;152334
8;136384
9;139670
10;91716
11;218702
12;129784
13;119722
14;97060
15;133436
16;206708
17;110196
18;120172
19;126254
20;89638
21;167196
22;168048
23;113048
24;120480
25;132772
26;209590
27;176130
28;154908
29;109728
30;109428
31;139078
32;130480
33;113808
34;132640
35;115428
36;154870
37;4898268
38;167510
39;120030
40;144234
41;184090
42;180152
43;109710
44;106210
45;137724
46;173314
47;150908
48;201618
49;148934
50;125768
51;207366
52;130528
53;151390
54;122072
55;132330
56;204346
57;4229028
58;127172
59;127056
60;127530
61;117364
62;12525956
63;1653126
64;164028
65;156208
66;119514
67;127026
68;12773006
69;128412
70;120718
71;126264
72;137126
73;1650410
74;113444
75;156638
76;3343284
77;4227886
78;162426
79;128112
80;175058
81;12795684
82;135266
83;126974
84;125448
85;124056
86;157276
87;141592
88;150734
89;159788
90;4907516
91;126268
92;108896
93;127332
94;120786
95;130030
96;138024
97;122822
98;126692
99;173976
