<<<<<<< HEAD
0;134584
1;131900
2;131178
3;140538
4;130964
5;135952
6;151874
7;132628
8;142512
9;136598
10;133436
11;155792
12;141402
13;134718
14;132766
15;133140
16;148602
17;136264
18;133038
19;139484
20;136472
21;137688
22;142404
23;142250
24;128976
25;132480
26;140680
27;141066
28;136054
29;143350
30;126742
31;143442
32;142020
33;139598
34;137556
35;126184
36;146446
37;1203252
38;131340
39;131936
40;136898
41;143658
42;139582
43;143364
44;142880
45;131946
46;152198
47;133488
48;141776
49;135058
50;140070
51;139290
52;141884
53;125052
54;132824
55;134566
56;138994
57;1051016
58;131542
59;129280
60;129774
61;128532
62;4093022
63;567630
64;141470
65;131760
66;137150
67;142710
68;4303370
69;145100
70;136470
71;137070
72;136026
73;570192
74;136594
75;138874
76;980674
77;1050194
78;141256
79;145746
80;141278
81;4307232
82;132178
83;132574
84;134462
85;139448
86;131782
87;134522
88;129604
89;142208
90;1205434
91;140840
92;135766
93;139896
94;135894
95;126940
96;137430
97;142064
98;135858
99;139998
=======
0;134680
1;131984
2;130932
3;141288
4;130568
5;136266
6;150140
7;130866
8;141058
9;138064
10;133294
11;156270
12;143358
13;134684
14;132534
15;134426
16;147986
17;136518
18;133852
19;138474
20;134328
21;135978
22;141478
23;143214
24;130444
25;132248
26;140440
27;140574
28;138606
29;143046
30;126816
31;139920
32;142626
33;141156
34;136812
35;125010
36;146368
37;1206496
38;131510
39;130846
40;135958
41;141058
42;137246
43;144422
44;141794
45;132140
46;151602
47;133822
48;141606
49;135386
50;139696
51;138336
52;144162
53;125864
54;135868
55;133816
56;139302
57;1052838
58;131874
59;130832
60;127550
61;128012
62;4088964
63;566582
64;141380
65;130476
66;136816
67;142422
68;4304458
69;141786
70;133684
71;137232
72;136758
73;570068
74;134796
75;141600
76;978576
77;1055450
78;144086
79;145186
80;141910
81;4300848
82;130276
83;131358
84;135632
85;139920
86;131402
87;132958
88;131770
89;137882
90;1211684
91;139806
92;137398
93;142972
94;136246
95;128834
96;136998
97;140694
98;137236
99;140352
>>>>>>> ac31282c5b75c21ac2ecf3cb00894af954520507
