0;99934
1;99860
2;99796
3;99596
4;100032
5;100074
6;99888
7;99532
8;99964
9;99830
10;99716
11;100346
12;99806
13;100196
14;99556
15;99782
16;99648
17;99928
18;100082
19;100570
20;99936
21;99856
22;99816
23;99904
24;99576
25;100070
26;100008
27;100098
28;100006
29;99992
30;100350
31;100128
32;100152
33;99944
34;100104
35;100344
36;100330
37;100322
38;100330
39;100334
40;99410
41;100156
42;99552
43;100466
44;99986
45;100330
46;100128
47;99840
48;100036
49;99996
50;99954
51;99748
52;100026
53;100548
54;100436
55;100414
56;99960
57;100124
58;100030
59;99706
60;100268
61;100186
62;99736
63;100026
64;100088
65;100496
66;100096
67;100606
68;99836
69;100264
70;100024
71;99904
72;100050
73;99502
74;99868
75;100506
76;99762
77;99478
78;99640
79;100090
80;100214
81;99440
82;99744
83;100192
84;99868
85;99732
86;99604
87;99850
88;100064
89;99732
90;99728
91;100242
92;100220
93;100128
94;99444
95;99558
96;100076
97;100164
98;99994
99;100126
