0;138776
1;136444
2;136674
3;137602
4;137136
5;136670
6;138780
7;137170
8;136206
9;137646
10;137690
11;137910
12;137990
13;137318
14;136898
15;138260
16;138816
17;137064
18;137104
19;138312
20;137050
21;138892
22;134808
23;138350
24;137138
25;138028
26;138788
27;134774
28;137008
29;137366
30;137490
31;136768
32;136924
33;138518
34;138174
35;137606
36;136684
37;157238
38;136844
39;137174
40;136810
41;138876
42;136518
43;138320
44;137566
45;138048
46;138710
47;137040
48;138730
49;138552
50;138130
51;138608
52;138548
53;137450
54;136382
55;138130
56;138600
57;154512
58;136050
59;138214
60;137338
61;137292
62;388474
63;157812
64;137038
65;136584
66;137838
67;138316
68;406226
69;138668
70;136256
71;136838
72;137742
73;159508
74;136934
75;134910
76;183906
77;155980
78;137110
79;136384
80;134884
81;406478
82;136536
83;135460
84;138258
85;135744
86;136702
87;135900
88;137114
89;134634
90;158726
91;138042
92;136942
93;138098
94;136340
95;137230
96;136884
97;138012
98;137994
99;134784
