0;138372
1;138858
2;136948
3;142710
4;139450
5;134832
6;138722
7;136498
8;135312
9;140626
10;136462
11;139176
12;137722
13;136738
14;133662
15;136834
16;140462
17;134474
18;137700
19;140274
20;134474
21;138232
22;138030
23;138554
24;139332
25;135100
26;137810
27;137244
28;136516
29;134428
30;140786
31;136212
32;139986
33;144866
34;140152
35;141004
36;136650
37;295712
38;136056
39;139054
40;135296
41;140242
42;134782
43;138378
44;134840
45;135154
46;138158
47;132878
48;139880
49;141492
50;137290
51;137144
52;139520
53;138558
54;135458
55;136768
56;137218
57;274168
58;138006
59;136248
60;132814
61;137288
62;1798936
63;240678
64;137268
65;133334
66;133594
67;137142
68;1923166
69;139200
70;137168
71;139058
72;135680
73;238486
74;134150
75;137172
76;336202
77;275238
78;136862
79;135864
80;137756
81;1918352
82;136996
83;136300
84;136964
85;135962
86;133128
87;135778
88;137102
89;137142
90;303888
91;137364
92;134352
93;137752
94;137278
95;140214
96;137454
97;137530
98;133044
99;137116
