0;137436
1;136384
2;136944
3;137308
4;136922
5;137720
6;138668
7;137454
8;136572
9;137120
10;137538
11;137906
12;137342
13;137200
14;137272
15;138214
16;138096
17;137350
18;137106
19;138328
20;136880
21;138560
22;135304
23;137314
24;136828
25;137990
26;138908
27;135488
28;136778
29;137562
30;137964
31;136584
32;137166
33;138614
34;138424
35;138014
36;136578
37;146920
38;137998
39;136794
40;137674
41;138566
42;136828
43;137260
44;137774
45;138020
46;138638
47;137020
48;137600
49;138360
50;138218
51;138870
52;137414
53;137290
54;137046
55;138188
56;138826
57;145490
58;137348
59;138482
60;137280
61;137826
62;332292
63;147488
64;137346
65;136668
66;137722
67;137566
68;342588
69;137262
70;136650
71;136620
72;137426
73;148960
74;137292
75;135354
76;157606
77;146280
78;137084
79;136990
80;135460
81;344820
82;136892
83;136086
84;137368
85;136618
86;136968
87;136498
88;136806
89;135310
90;148458
91;137570
92;137206
93;137610
94;136814
95;137414
96;137280
97;137608
98;137620
99;135556
