0;92384
1;97098
2;168964
3;221374
4;138408
5;124300
6;149966
7;342436
8;94214
9;161560
10;91894
11;595104
12;101718
13;116432
14;126228
15;110812
16;637386
17;70428
18;90262
19;54980
20;65900
21;149050
22;179456
23;195198
24;142480
25;125218
26;635322
27;175864
28;98376
29;118734
30;63038
31;76578
32;174838
33;151244
34;52196
35;59204
36;140636
37;7566674
38;144164
39;152254
40;113164
41;134032
42;366798
43;194686
44;115276
45;130966
46;135160
47;332350
48;268468
49;59518
50;159702
51;607472
52;184690
53;70940
54;141566
55;108800
56;654644
57;4828186
58;111366
59;68946
60;90450
61;106260
62;33715422
63;4008890
64;125526
65;308580
66;73046
67;94436
68;34654284
69;168968
70;78764
71;98188
72;88786
73;4029494
74;63248
75;257258
76;8419550
77;4823484
78;121326
79;67458
80;175120
81;34614832
82;170480
83;108148
84;104468
85;135224
86;300490
87;160868
88;350910
89;248888
90;7594936
91;100736
92;59194
93;111290
94;79750
95;134664
96;81650
97;92558
98;70270
99;166418
