0;999966
1;1000710
2;1000626
3;1000046
4;997328
5;1000312
6;999594
7;1000246
8;1000010
9;1000104
10;999388
11;999688
12;1000520
13;1000648
14;998366
15;999778
16;1001568
17;999976
18;998226
19;1001150
20;998288
21;997008
22;999458
23;999522
24;1000450
25;999364
26;1000214
27;999796
28;998494
29;998248
30;999570
31;999106
32;1000038
33;1002936
34;999886
35;998720
36;1001082
37;1002014
38;1000218
39;999752
40;999700
41;997736
42;998102
43;1001552
44;1000950
45;998882
46;1000252
47;998284
48;1002170
49;1001436
50;1000134
51;1000870
52;1000242
53;1001182
54;1001070
55;999906
56;998828
57;997914
58;1000474
59;1002042
60;998006
61;997920
62;999352
63;998618
64;998616
65;999954
66;1001546
67;997452
68;1000292
69;1000512
70;1000768
71;999768
72;1000910
73;999564
74;1000276
75;998958
76;999470
77;999122
78;999488
79;998402
80;999964
81;999542
82;1000654
83;997494
84;999000
85;999556
86;999658
87;1002344
88;998520
89;1001896
90;1001154
91;999280
92;1000286
93;999408
94;999232
95;1000890
96;1000764
97;999622
98;998904
99;999868
